customerID,tenure,TenureBand,Contract,PaymentMethod,MonthlyCharges,ServiceCount,TechSupport,OnlineSecurity,InternetService,ChurnProbability,RiskLevel,ObservedRiskFactors
9497-QCMMS,1,0-12 months,Month-to-month,Electronic check,93.55,4,No,No,Fiber optic,0.9529061498112179,High,Month-to-month contract; Short customer tenure; No technical support
9643-AVVWI,3,0-12 months,Month-to-month,Electronic check,80.0,3,Yes,No,Fiber optic,0.7619323703233647,High,Month-to-month contract; Short customer tenure; No online security
4325-NFSKC,19,13-24 months,Month-to-month,Electronic check,90.6,4,No,Yes,Fiber optic,0.761847175499641,High,Month-to-month contract; No technical support; Electronic check payment
3336-JORSO,33,25-48 months,Month-to-month,Electronic check,110.45,7,Yes,No,Fiber optic,0.7618258937647207,High,Month-to-month contract; No online security; Electronic check payment
2362-IBOOY,36,25-48 months,Month-to-month,Electronic check,84.75,3,No,No,Fiber optic,0.7616802067008109,High,Month-to-month contract; No technical support; No online security
5385-SUIRI,52,Above 48 months,Month-to-month,Electronic check,104.2,6,No,Yes,Fiber optic,0.7614990924490167,High,Month-to-month contract; No technical support; Electronic check payment
4855-SNKMY,1,0-12 months,Month-to-month,Electronic check,44.1,1,No,No,DSL,0.7613944297622125,High,Month-to-month contract; Short customer tenure; No technical support
0362-ZBZWJ,36,25-48 months,Month-to-month,Electronic check,84.9,3,No,No,Fiber optic,0.7613240729326547,High,Month-to-month contract; No technical support; No online security
8640-SDGKB,4,0-12 months,Month-to-month,Electronic check,74.4,5,Yes,No,DSL,0.7612677847782879,High,Month-to-month contract; Short customer tenure; No online security
5108-ADXWO,11,0-12 months,Month-to-month,Electronic check,73.5,2,No,Yes,Fiber optic,0.7609846195398411,High,Month-to-month contract; Short customer tenure; No technical support
3644-QXEHN,13,13-24 months,Month-to-month,Electronic check,97.0,4,No,No,Fiber optic,0.7609804283765901,High,Month-to-month contract; No technical support; No online security
9506-UXUSK,13,13-24 months,Month-to-month,Electronic check,70.15,1,No,No,Fiber optic,0.7609411561031215,High,Month-to-month contract; No technical support; No online security
2603-HVKCG,31,25-48 months,Month-to-month,Electronic check,101.4,5,No,No,Fiber optic,0.760822515879756,High,Month-to-month contract; No technical support; No online security
8393-DLHGA,25,25-48 months,Month-to-month,Electronic check,95.9,4,No,No,Fiber optic,0.7607798086623323,High,Month-to-month contract; No technical support; No online security
7748-UMTRK,30,25-48 months,Month-to-month,Electronic check,101.3,5,Yes,No,Fiber optic,0.7607739930871673,High,Month-to-month contract; No online security; Electronic check payment
5022-KVDQT,27,25-48 months,Month-to-month,Electronic check,81.3,3,No,No,Fiber optic,0.7603452337872583,High,Month-to-month contract; No technical support; No online security
8837-VVWLQ,8,0-12 months,Month-to-month,Electronic check,84.95,3,No,Yes,Fiber optic,0.7601923135799799,High,Month-to-month contract; Short customer tenure; No technical support
0818-OCPZO,27,25-48 months,Month-to-month,Electronic check,81.45,3,No,No,Fiber optic,0.7601543979253461,High,Month-to-month contract; No technical support; No online security
9524-EGPJC,18,13-24 months,Month-to-month,Electronic check,90.1,4,Yes,No,Fiber optic,0.7598563716198865,High,Month-to-month contract; No online security; Electronic check payment
1035-IPQPU,63,Above 48 months,Month-to-month,Electronic check,103.5,6,No,No,Fiber optic,0.7596249452812673,High,Month-to-month contract; No technical support; No online security
6235-VDHOM,5,0-12 months,Month-to-month,Electronic check,28.45,1,No,No,DSL,0.7595061473829813,High,Month-to-month contract; Short customer tenure; No technical support
5650-VDUDS,4,0-12 months,Month-to-month,Mailed check,24.25,0,No,No,DSL,0.7594693160372898,High,Month-to-month contract; Short customer tenure; No technical support
6877-LGWXO,18,13-24 months,Month-to-month,Electronic check,78.55,2,No,No,Fiber optic,0.758802006722412,High,Month-to-month contract; No technical support; No online security
4373-VVHQL,1,0-12 months,Month-to-month,Electronic check,44.75,1,No,No,DSL,0.7587428826611577,High,Month-to-month contract; Short customer tenure; No technical support
5606-AMZBO,10,0-12 months,Month-to-month,Credit card (automatic),78.15,3,No,Yes,Fiber optic,0.7586294113387321,High,Month-to-month contract; Short customer tenure; No technical support
7924-GJZFI,25,25-48 months,Month-to-month,Electronic check,69.3,1,No,No,Fiber optic,0.7585746431786804,High,Month-to-month contract; No technical support; No online security
8705-WZCYL,1,0-12 months,Month-to-month,Electronic check,44.8,1,No,No,DSL,0.7585380873219563,High,Month-to-month contract; Short customer tenure; No technical support
6352-TWCAU,35,25-48 months,Month-to-month,Electronic check,86.45,3,No,No,Fiber optic,0.7584521341228465,High,Month-to-month contract; No technical support; No online security
7783-YKGDV,12,0-12 months,Month-to-month,Bank transfer (automatic),99.7,6,No,Yes,Fiber optic,0.7581589837876855,High,Month-to-month contract; Short customer tenure; No technical support
8844-TONUD,13,13-24 months,Month-to-month,Mailed check,96.65,4,No,No,Fiber optic,0.7579940660142014,High,Month-to-month contract; No technical support; No online security
0337-CNPZE,41,25-48 months,Month-to-month,Electronic check,106.3,6,No,No,Fiber optic,0.757922319215478,High,Month-to-month contract; No technical support; No online security
4503-BDXBD,11,0-12 months,Month-to-month,Electronic check,74.95,2,No,No,Fiber optic,0.7573058766555625,High,Month-to-month contract; Short customer tenure; No technical support
9889-TMAHG,8,0-12 months,Month-to-month,Credit card (automatic),100.3,5,Yes,Yes,Fiber optic,0.7572154128170191,High,Month-to-month contract; Short customer tenure; Above-median monthly charge
9572-WUKSB,3,0-12 months,Month-to-month,Electronic check,29.9,1,Yes,No,DSL,0.7567922505998615,High,Month-to-month contract; Short customer tenure; No online security
0093-EXYQL,40,25-48 months,Month-to-month,Electronic check,91.55,3,No,No,Fiber optic,0.7567214941529469,High,Month-to-month contract; No technical support; No online security
9430-FRQOC,4,0-12 months,Month-to-month,Mailed check,87.1,4,Yes,No,Fiber optic,0.7566629530511284,High,Month-to-month contract; Short customer tenure; No online security
4803-AXVYP,38,25-48 months,Month-to-month,Electronic check,99.55,5,Yes,No,Fiber optic,0.7565301929232319,High,Month-to-month contract; No online security; Electronic check payment
5077-DXTCG,1,0-12 months,Month-to-month,Electronic check,45.3,1,No,No,DSL,0.7564836221659437,High,Month-to-month contract; Short customer tenure; No technical support
8063-RJYNF,16,13-24 months,Month-to-month,Electronic check,94.25,4,No,Yes,Fiber optic,0.7562782747267982,High,Month-to-month contract; No technical support; Electronic check payment
2187-LZGPL,7,0-12 months,Month-to-month,Credit card (automatic),40.1,2,No,No,DSL,0.7558962825876577,High,Month-to-month contract; Short customer tenure; No technical support
9588-OZDMQ,2,0-12 months,Month-to-month,Electronic check,45.0,1,No,No,DSL,0.7558051324280258,High,Month-to-month contract; Short customer tenure; No technical support
4881-JVQOD,10,0-12 months,Month-to-month,Bank transfer (automatic),34.55,1,No,No,DSL,0.755571675295857,High,Month-to-month contract; Short customer tenure; No technical support
3003-CMDUU,25,25-48 months,Month-to-month,Electronic check,95.15,4,Yes,No,Fiber optic,0.7555076777974098,High,Month-to-month contract; No online security; Electronic check payment
2082-CEFLT,1,0-12 months,Month-to-month,Electronic check,45.6,1,No,No,DSL,0.7552452672781383,High,Month-to-month contract; Short customer tenure; No technical support
0749-IRGQE,13,13-24 months,Month-to-month,Electronic check,45.3,2,No,No,DSL,0.7551753023773607,High,Month-to-month contract; No technical support; No online security
0921-OHLVP,22,13-24 months,Month-to-month,Electronic check,83.05,3,No,No,Fiber optic,0.7550651140491544,High,Month-to-month contract; No technical support; No online security
6128-CZOMY,1,0-12 months,Month-to-month,Electronic check,45.65,1,No,No,DSL,0.7550384614777881,High,Month-to-month contract; Short customer tenure; No technical support
2135-RXIHG,1,0-12 months,Month-to-month,Electronic check,45.65,1,No,No,DSL,0.7550384614777881,High,Month-to-month contract; Short customer tenure; No technical support
6608-QQLVK,1,0-12 months,Month-to-month,Electronic check,50.5,2,No,No,DSL,0.7550183499418128,High,Month-to-month contract; Short customer tenure; No technical support
0886-QGENL,27,25-48 months,Month-to-month,Electronic check,101.25,5,No,Yes,Fiber optic,0.7549702657638501,High,Month-to-month contract; No technical support; Electronic check payment
3703-KBKZP,16,13-24 months,Month-to-month,Bank transfer (automatic),74.45,2,No,No,Fiber optic,0.7549011175272714,High,Month-to-month contract; No technical support; No online security
3536-IQCTX,32,25-48 months,Month-to-month,Electronic check,85.3,3,No,No,Fiber optic,0.7548760344106211,High,Month-to-month contract; No technical support; No online security
5130-IEKQT,25,25-48 months,Month-to-month,Mailed check,105.95,6,No,No,Fiber optic,0.7548499382064531,High,Month-to-month contract; No technical support; No online security
4030-VPZBD,2,0-12 months,Month-to-month,Electronic check,30.9,1,Yes,No,DSL,0.7547418623161506,High,Month-to-month contract; Short customer tenure; No online security
3866-MDTUB,2,0-12 months,Month-to-month,Electronic check,70.75,4,No,Yes,DSL,0.7546849562969594,High,Month-to-month contract; Short customer tenure; No technical support
8854-CCVSQ,18,13-24 months,Month-to-month,Electronic check,80.65,3,No,No,Fiber optic,0.7546788410425913,High,Month-to-month contract; No technical support; No online security
5233-AOZUF,29,25-48 months,Month-to-month,Electronic check,74.95,2,No,No,Fiber optic,0.754523925783812,High,Month-to-month contract; No technical support; No online security
2626-URJFX,4,0-12 months,Month-to-month,Electronic check,50.9,2,No,No,DSL,0.7541018968254755,High,Month-to-month contract; Short customer tenure; No technical support
7020-OZKXZ,9,0-12 months,Month-to-month,Credit card (automatic),75.5,2,No,No,Fiber optic,0.753934079896261,High,Month-to-month contract; Short customer tenure; No technical support
3956-MGXOG,28,25-48 months,Month-to-month,Electronic check,80.6,2,No,No,Fiber optic,0.7537290707778564,High,Month-to-month contract; No technical support; No online security
3312-UUMZW,32,25-48 months,Month-to-month,Credit card (automatic),98.85,5,No,No,Fiber optic,0.7533915290318639,High,Month-to-month contract; No technical support; No online security
9947-OTFQU,15,13-24 months,Month-to-month,Electronic check,74.4,2,No,No,Fiber optic,0.7529063553814015,High,Month-to-month contract; No technical support; No online security
6637-KYRCV,5,0-12 months,Month-to-month,Electronic check,30.5,1,No,No,DSL,0.7527698572740651,High,Month-to-month contract; Short customer tenure; No technical support
0637-YLETY,16,13-24 months,Month-to-month,Credit card (automatic),95.6,5,No,No,Fiber optic,0.7527542352099243,High,Month-to-month contract; No technical support; No online security
0447-RXSGD,24,13-24 months,Month-to-month,Bank transfer (automatic),99.65,5,No,No,Fiber optic,0.7526280544594236,High,Month-to-month contract; No technical support; No online security
5960-MVTUK,3,0-12 months,Month-to-month,Electronic check,29.75,1,Yes,No,DSL,0.752394603584313,High,Month-to-month contract; Short customer tenure; No online security
3671-SHRSP,4,0-12 months,Month-to-month,Mailed check,80.6,3,Yes,No,Fiber optic,0.7522887255698444,High,Month-to-month contract; Short customer tenure; No online security
5035-BVCXS,11,0-12 months,Month-to-month,Mailed check,75.9,2,No,No,Fiber optic,0.7522760536065026,High,Month-to-month contract; Short customer tenure; No technical support
1236-WFCDV,14,13-24 months,Month-to-month,Credit card (automatic),90.45,3,No,No,Fiber optic,0.7522518988246212,High,Month-to-month contract; No technical support; No online security
4902-OHLSK,29,25-48 months,Month-to-month,Electronic check,98.65,5,Yes,No,Fiber optic,0.752230839630991,High,Month-to-month contract; No online security; Electronic check payment
0434-CSFON,47,25-48 months,Month-to-month,Electronic check,100.5,5,No,No,Fiber optic,0.7516447133034094,High,Month-to-month contract; No technical support; No online security
6311-UEUME,29,25-48 months,Month-to-month,Electronic check,78.9,2,No,No,Fiber optic,0.751625610162111,High,Month-to-month contract; No technical support; No online security
9866-QEVEE,19,13-24 months,Month-to-month,Bank transfer (automatic),86.0,3,No,No,Fiber optic,0.7516186002767516,High,Month-to-month contract; No technical support; No online security
0771-WLCLA,16,13-24 months,Month-to-month,Electronic check,112.95,7,Yes,Yes,Fiber optic,0.7515697882020063,High,Month-to-month contract; Electronic check payment; Above-median monthly charge
4718-DHSMV,11,0-12 months,Month-to-month,Mailed check,35.8,1,No,No,DSL,0.7512546945005559,High,Month-to-month contract; Short customer tenure; No technical support
0848-ZGQIJ,16,13-24 months,Month-to-month,Bank transfer (automatic),94.65,4,No,No,Fiber optic,0.7511054720765876,High,Month-to-month contract; No technical support; No online security
0311-UNPFF,26,25-48 months,Month-to-month,Bank transfer (automatic),88.8,3,No,No,Fiber optic,0.7508612634268325,High,Month-to-month contract; No technical support; No online security
7587-RZNME,3,0-12 months,Month-to-month,Electronic check,43.3,1,No,No,DSL,0.7505800444603066,High,Month-to-month contract; Short customer tenure; No technical support
5899-MQZZL,13,13-24 months,Month-to-month,Mailed check,75.0,2,No,No,Fiber optic,0.7505341409815526,High,Month-to-month contract; No technical support; No online security
3858-VOBET,23,13-24 months,Month-to-month,Electronic check,74.95,2,No,No,Fiber optic,0.7504890257756134,High,Month-to-month contract; No technical support; No online security
6559-PDZLR,26,25-48 months,Month-to-month,Electronic check,98.65,5,Yes,No,Fiber optic,0.750371032910531,High,Month-to-month contract; No online security; Electronic check payment
2962-XPMCQ,2,0-12 months,Month-to-month,Electronic check,45.15,1,No,No,DSL,0.7501993533418326,High,Month-to-month contract; Short customer tenure; No technical support
3002-WQZWT,29,25-48 months,Month-to-month,Electronic check,74.2,2,No,No,Fiber optic,0.7501430373818004,High,Month-to-month contract; No technical support; No online security
0147-ESWWR,39,25-48 months,Month-to-month,Electronic check,101.25,5,Yes,No,Fiber optic,0.7501159529937026,High,Month-to-month contract; No online security; Electronic check payment
7895-VONWT,25,25-48 months,Month-to-month,Electronic check,48.25,3,No,No,DSL,0.7501110979301269,High,Month-to-month contract; No technical support; No online security
2694-CIUMO,12,0-12 months,Month-to-month,Credit card (automatic),79.55,3,Yes,No,Fiber optic,0.7500782891897434,High,Month-to-month contract; Short customer tenure; No online security
0378-NHQXU,17,13-24 months,Month-to-month,Electronic check,88.25,4,No,No,Fiber optic,0.7498935801416661,High,Month-to-month contract; No technical support; No online security
8708-XPXHZ,42,25-48 months,Month-to-month,Electronic check,94.2,4,No,No,Fiber optic,0.7498696527511257,High,Month-to-month contract; No technical support; No online security
9560-ARGQJ,16,13-24 months,Month-to-month,Electronic check,81.0,2,No,No,Fiber optic,0.7497535574483908,High,Month-to-month contract; No technical support; No online security
4349-GFQHK,1,0-12 months,Month-to-month,Electronic check,54.35,3,No,No,DSL,0.7495861970675994,High,Month-to-month contract; Short customer tenure; No technical support
3768-NLUBH,57,Above 48 months,Month-to-month,Electronic check,100.6,5,No,No,Fiber optic,0.749336707506404,High,Month-to-month contract; No technical support; No online security
9490-DFPMD,42,25-48 months,Month-to-month,Electronic check,84.65,3,No,No,Fiber optic,0.7493345978787913,High,Month-to-month contract; No technical support; No online security
0654-HMSHN,21,13-24 months,Month-to-month,Electronic check,104.4,6,No,No,Fiber optic,0.7491032680854328,High,Month-to-month contract; No technical support; No online security
9129-UXERG,18,13-24 months,Month-to-month,Credit card (automatic),103.6,6,Yes,No,Fiber optic,0.7490817242870218,High,Month-to-month contract; No online security; Above-median monthly charge
3269-ATYWD,39,25-48 months,Month-to-month,Bank transfer (automatic),95.65,4,No,No,Fiber optic,0.7490031057327744,High,Month-to-month contract; No technical support; No online security
6519-CFDBX,2,0-12 months,Month-to-month,Electronic check,45.4,1,No,No,DSL,0.7488737807938848,High,Month-to-month contract; Short customer tenure; No technical support
3771-PZOBW,20,13-24 months,Month-to-month,Credit card (automatic),90.7,4,No,No,Fiber optic,0.7488306687773115,High,Month-to-month contract; No technical support; No online security
4553-DVPZG,62,Above 48 months,Month-to-month,Electronic check,101.35,5,No,No,Fiber optic,0.7486388307389392,High,Month-to-month contract; No technical support; No online security
7703-ZEKEF,23,13-24 months,Month-to-month,Electronic check,81.0,3,No,No,Fiber optic,0.7485365618055675,High,Month-to-month contract; No technical support; No online security
7278-CKDNC,24,13-24 months,Month-to-month,Electronic check,80.5,3,No,No,Fiber optic,0.748262702087992,High,Month-to-month contract; No technical support; No online security
4583-PARNH,16,13-24 months,Month-to-month,Electronic check,91.55,4,Yes,No,Fiber optic,0.7481784308316419,High,Month-to-month contract; No online security; Electronic check payment
1565-RHDJD,4,0-12 months,Month-to-month,Bank transfer (automatic),84.05,4,No,No,Fiber optic,0.7479645881990702,High,Month-to-month contract; Short customer tenure; No technical support
8642-GVWRF,2,0-12 months,Month-to-month,Bank transfer (automatic),79.7,3,No,No,Fiber optic,0.7478145020457838,High,Month-to-month contract; Short customer tenure; No technical support
5857-TYBCJ,44,25-48 months,Month-to-month,Electronic check,89.2,4,No,No,Fiber optic,0.7477774339822959,High,Month-to-month contract; No technical support; No online security
5569-OUICF,28,25-48 months,Month-to-month,Credit card (automatic),101.3,5,Yes,No,Fiber optic,0.7471743654413917,High,Month-to-month contract; No online security; Above-median monthly charge
8695-ARGXZ,34,25-48 months,Month-to-month,Electronic check,75.55,2,No,No,Fiber optic,0.7471651953385375,High,Month-to-month contract; No technical support; No online security
3932-CMDTD,4,0-12 months,One year,Electronic check,105.65,6,Yes,No,Fiber optic,0.7471076861880789,High,Short customer tenure; No online security; Electronic check payment
9979-RGMZT,7,0-12 months,One year,Mailed check,94.05,4,No,No,Fiber optic,0.7470076918527946,High,Short customer tenure; No technical support; No online security
8878-HMWBV,3,0-12 months,Month-to-month,Electronic check,49.15,2,No,No,DSL,0.7469656101868839,High,Month-to-month contract; Short customer tenure; No technical support
3398-ZOUAA,21,13-24 months,Month-to-month,Electronic check,69.1,1,No,No,Fiber optic,0.7465538848198857,High,Month-to-month contract; No technical support; No online security
1624-WOIWJ,10,0-12 months,Month-to-month,Mailed check,84.7,3,No,Yes,Fiber optic,0.7464269534517126,High,Month-to-month contract; Short customer tenure; No technical support
1723-HKXJQ,42,25-48 months,Month-to-month,Electronic check,101.75,5,No,No,Fiber optic,0.7463974920715102,High,Month-to-month contract; No technical support; No online security
8058-DMYRU,54,Above 48 months,Month-to-month,Electronic check,90.05,4,No,No,Fiber optic,0.7463731509685653,High,Month-to-month contract; No technical support; No online security
6242-MBHPK,23,13-24 months,Month-to-month,Electronic check,95.1,4,No,Yes,Fiber optic,0.7462119097878882,High,Month-to-month contract; No technical support; Electronic check payment
2386-LAHRK,1,0-12 months,Month-to-month,Mailed check,53.5,2,No,No,DSL,0.7461504154917526,High,Month-to-month contract; Short customer tenure; No technical support
2344-JMOGN,9,0-12 months,Month-to-month,Mailed check,94.85,5,Yes,No,Fiber optic,0.7461091973611883,High,Month-to-month contract; Short customer tenure; No online security
0927-LCSMG,7,0-12 months,Month-to-month,Mailed check,74.65,2,No,No,Fiber optic,0.7459954473146323,High,Month-to-month contract; Short customer tenure; No technical support
4929-BSTRX,1,0-12 months,Month-to-month,Mailed check,53.55,2,No,No,DSL,0.7459385100899558,High,Month-to-month contract; Short customer tenure; No technical support
1894-IGFSG,22,13-24 months,Month-to-month,Electronic check,89.25,3,No,No,Fiber optic,0.7458808135333044,High,Month-to-month contract; No technical support; No online security
5022-JNQEQ,9,0-12 months,Month-to-month,Electronic check,75.85,2,Yes,No,Fiber optic,0.7458510959622244,High,Month-to-month contract; Short customer tenure; No online security
3791-LGQCY,56,Above 48 months,Month-to-month,Bank transfer (automatic),100.65,5,No,No,Fiber optic,0.7456808162292621,High,Month-to-month contract; No technical support; No online security
8212-DJRCH,5,0-12 months,Month-to-month,Mailed check,90.35,4,No,Yes,Fiber optic,0.7456728608303128,High,Month-to-month contract; Short customer tenure; No technical support
9714-EDSUC,4,0-12 months,Month-to-month,Mailed check,94.9,5,Yes,Yes,Fiber optic,0.7455340190475204,High,Month-to-month contract; Short customer tenure; Above-median monthly charge
5119-KEPFY,36,25-48 months,Month-to-month,Bank transfer (automatic),95.0,4,No,No,Fiber optic,0.7454705074866617,High,Month-to-month contract; No technical support; No online security
4749-VFKVB,1,0-12 months,Month-to-month,Mailed check,50.1,2,No,No,DSL,0.7451757477496413,High,Month-to-month contract; Short customer tenure; No technical support
9620-ENEJV,6,0-12 months,Month-to-month,Credit card (automatic),70.55,1,No,No,Fiber optic,0.7448221321217701,High,Month-to-month contract; Short customer tenure; No technical support
8189-XRIKE,32,25-48 months,Month-to-month,Electronic check,90.95,3,No,No,Fiber optic,0.7448211837633953,High,Month-to-month contract; No technical support; No online security
6988-CJEYV,49,Above 48 months,Month-to-month,Electronic check,98.7,5,No,No,Fiber optic,0.7447982159492862,High,Month-to-month contract; No technical support; No online security
9026-LHEVG,9,0-12 months,Month-to-month,Electronic check,40.75,2,No,No,DSL,0.7446668754762901,High,Month-to-month contract; Short customer tenure; No technical support
4074-SJFFA,1,0-12 months,Month-to-month,Mailed check,54.75,2,No,No,DSL,0.7445206031552993,High,Month-to-month contract; Short customer tenure; No technical support
5600-KTXFM,2,0-12 months,Month-to-month,Mailed check,69.95,1,No,No,Fiber optic,0.7444766719761434,High,Month-to-month contract; Short customer tenure; No technical support
9600-NAXZN,43,25-48 months,Month-to-month,Electronic check,101.4,5,No,No,Fiber optic,0.7439828488292493,High,Month-to-month contract; No technical support; No online security
3518-PZXZQ,1,0-12 months,Month-to-month,Mailed check,55.3,2,No,No,DSL,0.7437242464940208,High,Month-to-month contract; Short customer tenure; No technical support
9907-SWKKF,1,0-12 months,Month-to-month,Mailed check,25.05,0,No,No,DSL,0.7434932709674316,High,Month-to-month contract; Short customer tenure; No technical support
5759-RCVCB,3,0-12 months,Month-to-month,Credit card (automatic),35.2,1,No,No,DSL,0.743154158474848,High,Month-to-month contract; Short customer tenure; No technical support
4729-XKASR,1,0-12 months,Month-to-month,Electronic check,24.75,0,No,No,DSL,0.7426861462195479,High,Month-to-month contract; Short customer tenure; No technical support
3647-GMGDH,22,13-24 months,Month-to-month,Credit card (automatic),94.7,4,No,No,Fiber optic,0.7424050557456027,High,Month-to-month contract; No technical support; No online security
6692-UDPJC,14,13-24 months,Month-to-month,Electronic check,91.65,4,Yes,No,Fiber optic,0.7423719717227553,High,Month-to-month contract; No online security; Electronic check payment
5019-GQVCR,43,25-48 months,Month-to-month,Electronic check,84.85,3,No,No,Fiber optic,0.7422316182946308,High,Month-to-month contract; No technical support; No online security
7442-YGZFK,1,0-12 months,Month-to-month,Credit card (automatic),49.8,2,No,No,DSL,0.7422032161532731,High,Month-to-month contract; Short customer tenure; No technical support
1589-AGTLK,3,0-12 months,Month-to-month,Electronic check,45.35,1,No,No,DSL,0.742146521529622,High,Month-to-month contract; Short customer tenure; No technical support
2378-VTKDH,65,Above 48 months,Month-to-month,Electronic check,104.35,6,No,No,Fiber optic,0.7420335577527051,High,Month-to-month contract; No technical support; No online security
5307-DZCVC,32,25-48 months,Month-to-month,Credit card (automatic),85.95,3,No,No,Fiber optic,0.7418844697980056,High,Month-to-month contract; No technical support; No online security
4547-LYTDD,16,13-24 months,Month-to-month,Electronic check,72.65,2,No,No,Fiber optic,0.7418516631716446,High,Month-to-month contract; No technical support; No online security
1304-BCCFO,9,0-12 months,Month-to-month,Mailed check,70.05,4,No,No,DSL,0.7417837339551984,High,Month-to-month contract; Short customer tenure; No technical support
9398-MMQTO,3,0-12 months,Month-to-month,Credit card (automatic),74.45,2,No,No,Fiber optic,0.7416790438756947,High,Month-to-month contract; Short customer tenure; No technical support
2249-YPRNG,20,13-24 months,Month-to-month,Bank transfer (automatic),105.85,6,No,No,Fiber optic,0.7416511233941238,High,Month-to-month contract; No technical support; No online security
2141-RRYGO,4,0-12 months,Month-to-month,Bank transfer (automatic),68.65,4,No,No,DSL,0.7412791486888102,High,Month-to-month contract; Short customer tenure; No technical support
1320-REHCS,52,Above 48 months,Month-to-month,Electronic check,110.75,7,Yes,No,Fiber optic,0.7411657013769035,High,Month-to-month contract; No online security; Electronic check payment
6034-YMTOB,5,0-12 months,Month-to-month,Mailed check,75.65,2,Yes,No,Fiber optic,0.7409980484408358,High,Month-to-month contract; Short customer tenure; No online security
6377-WHAOX,60,Above 48 months,Month-to-month,Electronic check,106.15,6,No,No,Fiber optic,0.7409700440672412,High,Month-to-month contract; No technical support; No online security
8785-CJSHH,60,Above 48 months,Month-to-month,Electronic check,99.8,5,No,No,Fiber optic,0.7407929055374805,High,Month-to-month contract; No technical support; No online security
1436-ZMJAN,10,0-12 months,Month-to-month,Credit card (automatic),67.8,4,No,No,DSL,0.7406243077496458,High,Month-to-month contract; Short customer tenure; No technical support
4077-CROMM,31,25-48 months,Month-to-month,Electronic check,104.2,6,Yes,No,Fiber optic,0.7405992856498215,High,Month-to-month contract; No online security; Electronic check payment
6629-CZTTH,1,0-12 months,Month-to-month,Mailed check,55.7,2,No,No,DSL,0.7404575546811811,High,Month-to-month contract; Short customer tenure; No technical support
3088-LHEFH,11,0-12 months,Month-to-month,Bank transfer (automatic),79.0,3,No,Yes,Fiber optic,0.7403690701298654,High,Month-to-month contract; Short customer tenure; No technical support
2739-CACDQ,17,13-24 months,Month-to-month,Credit card (automatic),82.65,3,No,No,Fiber optic,0.74029917091345,High,Month-to-month contract; No technical support; No online security
6821-BUXUX,13,13-24 months,Month-to-month,Electronic check,96.65,5,No,Yes,Fiber optic,0.7401758078833158,High,Month-to-month contract; No technical support; Electronic check payment
8543-MSDMF,3,0-12 months,Month-to-month,Electronic check,77.4,5,No,Yes,DSL,0.7400340883503063,High,Month-to-month contract; Short customer tenure; No technical support
1194-HVAIF,27,25-48 months,Month-to-month,Credit card (automatic),95.0,4,No,No,Fiber optic,0.7398337647178038,High,Month-to-month contract; No technical support; No online security
2933-FILNV,2,0-12 months,Month-to-month,Mailed check,24.4,0,No,No,DSL,0.7397516352676645,High,Month-to-month contract; Short customer tenure; No technical support
9365-SRSZE,27,25-48 months,Month-to-month,Electronic check,70.55,1,No,No,Fiber optic,0.7397081644619017,High,Month-to-month contract; No technical support; No online security
8993-IZEUX,7,0-12 months,Month-to-month,Bank transfer (automatic),69.15,1,No,No,Fiber optic,0.7394039919258056,High,Month-to-month contract; Short customer tenure; No technical support
9465-RWMXL,32,25-48 months,Month-to-month,Electronic check,78.9,3,No,No,Fiber optic,0.739334632227587,High,Month-to-month contract; No technical support; No online security
5649-RXQTV,51,Above 48 months,Month-to-month,Electronic check,99.0,5,No,No,Fiber optic,0.7392902243550411,High,Month-to-month contract; No technical support; No online security
3211-AAPKX,20,13-24 months,Month-to-month,Mailed check,98.55,5,Yes,No,Fiber optic,0.7391825173678734,High,Month-to-month contract; No online security; Above-median monthly charge
6402-ZFPPI,25,25-48 months,Month-to-month,Mailed check,102.8,6,No,Yes,Fiber optic,0.7390122758282611,High,Month-to-month contract; No technical support; Above-median monthly charge
1918-ZBFQJ,13,13-24 months,Month-to-month,Electronic check,79.25,3,No,No,Fiber optic,0.738981256233501,High,Month-to-month contract; No technical support; No online security
8272-ONJLV,12,0-12 months,One year,Electronic check,95.7,4,No,No,Fiber optic,0.7384094236845717,High,Short customer tenure; No technical support; No online security
1084-UQCHV,1,0-12 months,Month-to-month,Bank transfer (automatic),69.75,1,No,No,Fiber optic,0.7382395141819811,High,Month-to-month contract; Short customer tenure; No technical support
7853-OETYL,4,0-12 months,Month-to-month,Electronic check,29.05,1,No,Yes,DSL,0.738030875689961,High,Month-to-month contract; Short customer tenure; No technical support
0114-PEGZZ,33,25-48 months,Month-to-month,Electronic check,107.55,6,No,No,Fiber optic,0.7377560151962885,High,Month-to-month contract; No technical support; No online security
1597-LHYNC,26,25-48 months,Month-to-month,Electronic check,95.0,5,No,Yes,Fiber optic,0.7374623607534957,High,Month-to-month contract; No technical support; Electronic check payment
9601-BRXPO,25,25-48 months,Month-to-month,Bank transfer (automatic),104.95,6,Yes,No,Fiber optic,0.7374180078655107,High,Month-to-month contract; No online security; Above-median monthly charge
0650-BWOZN,18,13-24 months,Month-to-month,Electronic check,73.55,2,No,No,Fiber optic,0.7373133156307508,High,Month-to-month contract; No technical support; No online security
5122-CYFXA,3,0-12 months,Month-to-month,Electronic check,75.3,5,Yes,No,DSL,0.7372964138722662,High,Month-to-month contract; Short customer tenure; No online security
